"page_id","page_name","page_type","jurisdiction","politics_type","gov_level","electorate","party","page_link"
"107611885491813",Russell Fitzpatrick - Liberal Candidate for Bega,Politics,NSW,Candidate,State,Bega,Liberal,https://www.facebook.com/107611885491813
"107664064169906",Lance McCallum MP,Politics,QLD,Candidate,State,Bundamba,ALP,https://www.facebook.com/107664064169906
"107676571747465",Caroline White - Independent Candidate for Clarinda,Politics,VIC,Candidate,State,Clarinda,Independent,https://www.facebook.com/107676571747465
"107694578409275",Alexander Hyde - Liberal for Waite,Politics,SA,Candidate,State,Waite,Liberal,https://www.facebook.com/107694578409275
"107711285420071",Dominic Bonanno,Politics,VIC,Candidate,State,Macedon,Liberal,https://www.facebook.com/107711285420071
"107761058127469",Gen Allpass - Labor for Groom,Politics,QLD,Candidate,Federal,Groom,ALP,https://www.facebook.com/107761058127469
"107765634022348",Henry Pike MP,Politics,QLD,Candidate,Federal,Bowman,LNP,https://www.facebook.com/107765634022348
"107775594937301",Young Animal Justice Party VIC,Politics,VIC,Party,State,"",Animal Justice Party,https://www.facebook.com/107775594937301
"107793774960380",Stand Up For WA,Politics,WA,Party,Federal,"",ALP,https://www.facebook.com/107793774960380
"107833675197222",Alina Ward UAP Dickson,Politics,QLD,Candidate,Federal,Dickson,UAP,https://www.facebook.com/107833675197222
"107904948664811",Dr. Ian Birchall - Independent Candidate for Melton,Politics,VIC,Candidate,State,Melton,Independent,https://www.facebook.com/107904948664811
"107918265009959",Sue Ferguson - Labor for Fairfax,Politics,QLD,Candidate,Federal,Fairfax,ALP,https://www.facebook.com/107918265009959
"107932608722486",Hayley Perry - Greens for Berwick,Politics,VIC,Candidate,State,Berwick,Green,https://www.facebook.com/107932608722486
"107939487783753",Garth Hamilton MP,Politics,QLD,Candidate,Federal,Groom,LNP,https://www.facebook.com/107939487783753
"107943607465857",Voices of Wentworth,Politics,NSW,Party,Federal,Wentworth,Independent,https://www.facebook.com/107943607465857
"107980271498926",Sheneli Dona - Independent Candidate For Hume,Politics,NSW,Candidate,Federal,Hume,Independent,https://www.facebook.com/107980271498926
"107987881740471",John Mullahy - Labor for Glen Waverley District,Politics,VIC,Candidate,State,Glen Waverley,ALP,https://www.facebook.com/107987881740471
"108112348755837",Stephanie Partridge - Greens for Glen Waverley,Politics,VIC,Candidate,State,Glen Waverley,Green,https://www.facebook.com/108112348755837
"108115611838447",Paula Goodman Labor Candidate For Mackellar,Politics,NSW,Candidate,Federal,Mackellar,ALP,https://www.facebook.com/108115611838447
"108132532190868",Ciara Denham - Greens for Tweed,Politics,NSW,Candidate,State,Tweed,Green,https://www.facebook.com/108132532190868
"108148057648787",Ursula Henderson - Liberal for Torrens,Politics,SA,Candidate,State,Torrens,Liberal,https://www.facebook.com/108148057648787
"108155788668770",Deb Brewer for Pembroke,Politics,TAS,"",State,Pembroke,"",https://www.facebook.com/108155788668770
"108190405280010",Cate Faehrmann for the NSW Upper House,Politics,NSW,Candidate,State,Legislative Council,Green,https://www.facebook.com/108190405280010
"108227788808666",Steve Ryan for Lake Mac,Politics,NSW,Candidate,State,Lake Macquarie,ALP,https://www.facebook.com/108227788808666
"108279938474591",Vote 1 - Greens for Chifley,Politics,NSW,Party,Federal,Chifley,Green,https://www.facebook.com/108279938474591
"108308495403692",Marley McRae McLeod Greens Candidate for Macedon,Politics,VIC,Candidate,State,Macedon,Green,https://www.facebook.com/108308495403692
"108329118848037",Wallsend Greens,Politics,NSW,Party,State,Wallsend,Green,https://www.facebook.com/108329118848037
"108332717226305",Parramatta & The Hills Young Labor,Politics,NSW,"","","",ALP,https://www.facebook.com/108332717226305
"108371715306790",Katelin McInerney - Labor for Kiama,Politics,NSW,Candidate,State,Kiama,ALP,https://www.facebook.com/108371715306790
"108381455902627",Australian Christian Lobby,Politics,Federal,Misc,"","","",https://www.facebook.com/108381455902627
"108397018796699",Troy Irwin for Oxley,Politics,NSW,Candidate,State,Oxley,Independent,https://www.facebook.com/108397018796699
"108444791995013",Bec Buchanan - Liberal for Carrum,Politics,VIC,Candidate,State,Carrum,Liberal,https://www.facebook.com/108444791995013
"108447625100947",Clare Miller - Greens Candidate for Tarneit,Politics,VIC,Candidate,State,Tarneit,Green,https://www.facebook.com/108447625100947
"108503834861027",Matt Burnell MP,Politics,SA,Candidate,Federal,Spence,Liberal,https://www.facebook.com/108503834861027
"108512171717810",Matthew Marozzi - Labor for Morialta,Politics,SA,Candidate,State,Morialta,ALP,https://www.facebook.com/108512171717810
"108518125381752",Alex Rubin for Lismore,Politics,NSW,Candidate,State,Lismore,Nationals,https://www.facebook.com/108518125381752
"108524283925240",Marisa Paterson MLA,Politics,ACT,Candidate,State,"",ALP,https://www.facebook.com/108524283925240
"108571735125065",Donnie Grigau for Bellarine,Politics,VIC,Candidate,State,Bellarine,Liberal,https://www.facebook.com/108571735125065
"108685820820828",Annette Turner for Barwon,Politics,NSW,Candidate,State,Barwon,Nationals,https://www.facebook.com/108685820820828
"108695110952294",Greens MPs,Politics,AU,Party,Federal,"",Green,https://www.facebook.com/108695110952294
"108705792144508",Sophie Edington for Ryde,Politics,NSW,Candidate,State,Ryde,Green,https://www.facebook.com/108705792144508
"108709611683555",Maya Tesa - Liberal Democrats Candidate for North-East Metro,Politics,VIC,Candidate,State,North-Eastern Metropolitan,Liberal Democrats,https://www.facebook.com/108709611683555
"108710585199330",Reign The Spoodle,Politics,"",Misc,"","","",https://www.facebook.com/108710585199330
"108747148636753",Glynis Taylor ex-candidate,Politics,"",Candidate,"","","",https://www.facebook.com/108747148636753
"108829074348433",Trump For President 2024,Politics,US,"","","","",https://www.facebook.com/108829074348433
"108833858591375",Jagdeep Singh,Politics,VIC,Candidate,State,Cranbourne,Liberal,https://www.facebook.com/108833858591375
"108856414097715",The Progressives- EPWA,Politics,WA,Party,State,"",The Progressives,https://www.facebook.com/108856414097715
"108866168681070",Richie Williamson for Clarence ,Politics,NSW,Candidate,State,Clarence,Nationals,https://www.facebook.com/108866168681070
"108928501710349",Dr. Jordan Maloney UAP Gilmore,Politics,NSW,Candidate,Federal,Gilmore,UAP,https://www.facebook.com/108928501710349
"108931928665439",Nadia Sirninger Rankin - Greens for Bayswater,Politics,VIC,Candidate,State,Bayswater,Green,https://www.facebook.com/108931928665439
"108935754924115",Fusion Party Australia,Politics,AU,Party,Federal,AU,Fusion Party,https://www.facebook.com/108935754924115
"108958371874138",Wakehurst's Independent,Politics,"","","","",Independent,https://www.facebook.com/108958371874138
"108978511585076",Rafaela Pandolfini Greens,Politics,NSW,Candidate,State,Coogee,Green,https://www.facebook.com/108978511585076
"108987185025670",Mark Braes - Labor for MacKillop,Politics,SA,Candidate,State,MacKillop,ALP,https://www.facebook.com/108987185025670
"108988681832210",Karen Freyer,Politics,NSW,Candidate,State,Vaucluse,Independent,https://www.facebook.com/108988681832210
"108990818769730",Joshua Roberts-Garnsey - Labor for Barwon,Politics,NSW,Candidate,State,Barwon,ALP,https://www.facebook.com/108990818769730
"109017635046988","Darren Besanko - former Candidate for Maribyrnong, UAP 2022",Politics,VIC,Candidate,Federal,Maribyrnong,UAP,https://www.facebook.com/109017635046988
"109019628386755",Phillip Pease - Liberal for Mordialloc,Politics,VIC,Candidate,State,Mordialloc,Liberal,https://www.facebook.com/109019628386755
"109032010961656",Stephen Bates - Greens for Brisbane,Politics,Federal,Candidate,Federal,Brisbane,Green,https://www.facebook.com/109032010961656
"109064267654080",Senator Dorinda Cox,Politics,WA,Candidate,Federal,WA,Green,https://www.facebook.com/109064267654080
"109147055346336",Hafiz Qadeer - Liberal for Northern Metropolitan Region,Politics,VIC,Candidate,State,Northern Metropolitan,Liberal,https://www.facebook.com/109147055346336
"109226601878210",Brent Potter MLA - Member for Fannie Bay,Politics,NT,Candidate,State,Fannie Bay,ALP,https://www.facebook.com/109226601878210
"109292945078122",Vivian Lobo - LNP for Lilley,Politics,QLD,Candidate,Federal,Lilley,LNP,https://www.facebook.com/109292945078122
"109305598642991",Aleisha Smith - Greens for Geelong,Politics,VIC,Candidate,State,Geelong,Green,https://www.facebook.com/109305598642991
"109315314915112",Tabatha Young - Labor for Bonner,Politics,QLD,Candidate,Federal,Bonner,ALP,https://www.facebook.com/109315314915112
"109413331425904",Laborbega2021,Politics,NSW,Party,State,Bega,ALP,https://www.facebook.com/109413331425904
"109416767451654",Jack Boddeke - Greens Candidate for Werribee,Politics,VIC,Candidate,State,Werribee,Green,https://www.facebook.com/109416767451654
"109456968666300",Michael Regan - Independent Candidate for Wakehurst,Politics,NSW,Candidate,State,Wakehurst,Independent,https://www.facebook.com/109456968666300
"109481001177661",Dr. George Razay,Politics,VIC,Candidate,State,Bass,Independent,https://www.facebook.com/109481001177661
"109490121669653",Mark Watson - Pauline Hanson's One Nation NSW,Politics,NSW,Candidate,State,Port Stephens,One Nation,https://www.facebook.com/109490121669653
"109507821542513",Michael Crump: Your fearless voice,Politics,QLD,Candidate,Federal,Griffith,Independent,https://www.facebook.com/109507821542513
"109616898130701",Michael Schilling - Greens for La Trobe,Politics,VIC,Candidate,Federal,La Trobe,Green,https://www.facebook.com/109616898130701
"109623398122586",Matt Gregg - Labor for Deakin,Politics,VIC,Candidate,Federal,Deakin,ALP,https://www.facebook.com/109623398122586
"109707551724664","Matthew Thompson, LDP Candidate for Swan",Politics,WA,Candidate,Federal,Swan,Liberal Democrats,https://www.facebook.com/109707551724664
"109755267947263",Liz Chase - Greens candidate for Jagajaga,Politics,VIC,Candidate,Federal,Jagajaga,Green,https://www.facebook.com/109755267947263
"109760008055050",Sameer Pandey - Labor for Winston Hills,Politics,NSW,Candidate,State,Winston Hills,ALP,https://www.facebook.com/109760008055050
"109786402049536",Lane Cove Labor,Politics,NSW,Party,State,Lane Cove,ALP,https://www.facebook.com/109786402049536
"109786965350208",Samantha Talakola - Liberal Candidate for Londonderry,Politics,NSW,Candidate,State,Londonderry,Liberal,https://www.facebook.com/109786965350208
"109787395367977",Joshua Fairhall - Independent Candidate for Oxley,Politics,NSW,Candidate,State,Oxley,Independent,https://www.facebook.com/109787395367977
"109868071859819",Michael Piastrino,Politics,VIC,Candidate,State,Mulgrave,Liberal,https://www.facebook.com/109868071859819
"109894425179710",Felicity Frederico Independent 4 Brighton,Politics,VIC,Candidate,State,Brighton,Independent,https://www.facebook.com/109894425179710
"109923898260860",Anthony Richardson,Politics,VIC,Candidate,State,Clarinda,Liberal,https://www.facebook.com/109923898260860
"110017517311453",Australian Borders for a better future. Australia First,Politics,"",Misc,"","","",https://www.facebook.com/110017517311453
"110018088334981",Katherine Deves - Liberal Candidate for Warringah,Politics,NSW,Candidate,Federal,Warringah,Liberal,https://www.facebook.com/110018088334981
"110026618308134",John Goody - Liberal Candidate for Barton,Politics,NSW,Candidate,Federal,Barton,Liberal,https://www.facebook.com/110026618308134
"110030181451141",Jason Brandon - Labor for Kennedy,Politics,QLD,Candidate,Federal,Kennedy,ALP,https://www.facebook.com/110030181451141
"110078315248369",Tony Wolfe,Politics,VIC,Candidate,State,Narracan,Independent,https://www.facebook.com/110078315248369
"110100378583517",Confront The Crisis,Politics,NSW,Party,State,"",Community Housing Industry Association,https://www.facebook.com/110100378583517
"110106958316248",Andrew Charlton MP,Politics,NSW,Candidate,Federal,Parramatta,ALP,https://www.facebook.com/110106958316248
"110120534957929",Lauren Kathage - Labor for Yan Yean,Politics,VIC,Candidate,State,Yan Yean,ALP,https://www.facebook.com/110120534957929
"110128204970919",Lauren O'Dwyer Labor for Richmond,Politics,VIC,Candidate,State,Richmond,ALP,https://www.facebook.com/110128204970919
"110139295177698",Matthew Lucas - Liberal Candidate for Prahran,Politics,VIC,Candidate,State,Prahran,Liberal,https://www.facebook.com/110139295177698
"110178668442659",Annette Samuel - Liberal for Narre Warren South,Politics,VIC,Candidate,State,Narre Warren South,Liberal,https://www.facebook.com/110178668442659
"110230995158835",Brett Owen - Independent Candidate for Pakenham,Politics,VIC,Candidate,State,Pakenham,Independent,https://www.facebook.com/110230995158835
"110249447049369",Rajvir Singh Sagoo,Politics,VIC,Candidate,State,Pakenham,Independent,https://www.facebook.com/110249447049369
"110273881896538",Michael Kemp - Candidate for Oxley,Politics,NSW,Candidate,State,Oxley,Nationals,https://www.facebook.com/110273881896538
"110292408283976",Paul Matheson,Politics,VIC,Candidate,State,Mildura,Liberal,https://www.facebook.com/110292408283976
"110323931647831",Tony Adams - Greens Candidate for Bennelong,Politics,NSW,Candidate,Federal,Bennelong,Green,https://www.facebook.com/110323931647831
"110343745135100",Declan McGinness - Greens for Niddrie,Politics,VIC,Candidate,State,Niddrie,Green,https://www.facebook.com/110343745135100
"110344392000535",Martin Moore for Miranda,Politics,NSW,Candidate,State,Miranda,Green,https://www.facebook.com/110344392000535
"110401141835065",Darren Natale - Labor for Malvern,Politics,VIC,Candidate,State,Malvern,ALP,https://www.facebook.com/110401141835065
"110417012355611",Jamie Parker MP,Politics,NSW,Candidate,State,Balmain,Green,https://www.facebook.com/110417012355611
"110422022367537",LEAN Australia - Labor Environment Action Network,Politics,"",Misc,Federal,"",ALP,https://www.facebook.com/110422022367537
"110439871234147",Timothy Dragan - Liberal for Narre Warren North,Politics,VIC,Candidate,State,Narre Warren North,Liberal,https://www.facebook.com/110439871234147
"110454855026381",Jim Bastiras - Greens candidate for Bragg,Politics,SA,Candidate,State,Bragg,Green,https://www.facebook.com/110454855026381
"110470398630322",Manuel Brown : Labor for Arafura,Politics,NT,Candidate,State,Arafura,ALP,https://www.facebook.com/110470398630322
"110478938386199",Ed Cocks MLA,Politics,ACT,Candidate,State,"",Liberal,https://www.facebook.com/110478938386199
"110488488538726",Cooper Riach - Greens for Heathcote,Politics,NSW,Candidate,State,Heathcote,Green,https://www.facebook.com/110488488538726
"110489525102188",Dr Kate Lardner - Independent for Mornington,Politics,VIC,Candidate,State,Mornington,Independent,https://www.facebook.com/110489525102188
"110500740696441",Cr Angelica Panopoulos - Greens,Politics,VIC,Candidate,State,Pascoe Vale,Green,https://www.facebook.com/110500740696441
"110502754614371",Kate McGrath Labor for Tamworth,Politics,NSW,Candidate,State,Tamworth,ALP,https://www.facebook.com/110502754614371
"110527331573121",Greg Baines Labor for Hume,Politics,NSW,Candidate,Federal,Hume,ALP,https://www.facebook.com/110527331573121
"110580738390214",Jamal A Daoud,Politics,"",Misc,"","","",https://www.facebook.com/110580738390214
"110607310566052",Matt Bach MP,Politics,VIC,Candidate,State,Eastern Metropolitan,Liberal,https://www.facebook.com/110607310566052
"110621771757438",Raja Reddy,Politics,VIC,Candidate,State,Laverton,Liberal,https://www.facebook.com/110621771757438
"110624025200955",Victoria time to change,Politics,VIC,Misc,"","","",https://www.facebook.com/110624025200955
"110624545116533",Alex Grimes - Greens for Eltham,Politics,VIC,Candidate,State,Eltham,Green,https://www.facebook.com/110624545116533
"110659708365239",Mannie Kaur Verma for Labor,Politics,VIC,Candidate,State,Rowville,ALP,https://www.facebook.com/110659708365239
"110668781519651",Deb Leonard - Independent Candidate for Monash,Politics,VIC,Candidate,Federal,Monash,Independent,https://www.facebook.com/110668781519651
"110679918187811",Chaney for Curtin,Politics,WA,Candidate,Federal,Curtin,Independent,https://www.facebook.com/110679918187811
"110680668178304",It's Not a Race,Politics,"",Misc,"","","",https://www.facebook.com/110680668178304
"110735624830301",Tim James MP,Politics,NSW,Candidate,State,Willoughby,Liberal,https://www.facebook.com/110735624830301
"110744358433692",Melissa Lowe,Politics,VIC,Candidate,State,Hawthorn,Independent,https://www.facebook.com/110744358433692
"110749108244246",Cheryl Hammer - Liberal for Shepparton,Politics,VIC,Candidate,State,Shepparton,Liberal,https://www.facebook.com/110749108244246
"110752795111279",Daria Kellander - Liberal for Williamstown,Politics,VIC,Candidate,State,Williamstown,Liberal,https://www.facebook.com/110752795111279
"110758134911069",Graham Watt - Liberal for Melton,Politics,VIC,Candidate,State,Melton,Liberal,https://www.facebook.com/110758134911069
"110819604896079",Lucas Moon,Politics,VIC,Candidate,State,Richmond,Liberal,https://www.facebook.com/110819604896079
"110860878584018",Mick Maroney - Labor for Holsworthy,Politics,NSW,Candidate,State,Holsworthy,ALP,https://www.facebook.com/110860878584018
"110947038020149",Victorian Forest Alliance,Politics,VIC,Misc,"","","",https://www.facebook.com/110947038020149
"110952014749396",Bronwen English - WA Labor for Forrest,Politics,WA,Candidate,Federal,Forrest,ALP,https://www.facebook.com/110952014749396
"110956234807678",Senator Fatima Payman,Politics,WA,Candidate,Federal,WA,ALP,https://www.facebook.com/110956234807678
"111123065027355",Joe for Sydenham,Politics,VIC,Candidate,State,Sydenham,Liberal,https://www.facebook.com/111123065027355
"111130804900395",Riley Campbell,Politics,NSW,Candidate,Federal,Hughes,ALP,https://www.facebook.com/111130804900395
"111194801402032",Colin Lane - Greens Candidate for Flinders,Politics,VIC,Candidate,Federal,Flinders,Green,https://www.facebook.com/111194801402032
"111308555704741",Warren Entsch MP,Politics,QLD,Candidate,Federal,Leichhardt,LNP,https://www.facebook.com/111308555704741
"111343681789300",Amita Ros - New Democrats Candidate For Northern Metropolitan,Politics,VIC,Candidate,State,Northern Metropolitan,New Democrats,https://www.facebook.com/111343681789300
"111375811789328",Angela Maguire - Hawkesbury Independent Candidate,Politics,NSW,Candidate,State,Hawkesbury,Independent,https://www.facebook.com/111375811789328
"111376581679855",Denise Ryan Labor for Gippsland South,Politics,VIC,Candidate,State,Gippsland South,ALP,https://www.facebook.com/111376581679855
"111404605074430",Ben Sutter: Reason Candidate for Broadmeadows,Politics,VIC,Candidate,State,Broadmeadows,Reason,https://www.facebook.com/111404605074430
"111415081786525",Mark Hodges - Liberal Candidate for Castle Hill,Politics,NSW,Candidate,State,Castle Hill,Liberal,https://www.facebook.com/111415081786525
"111429857655456",Kristie Johnston - Independent Member for Clark,Politics,TAS,Candidate,State,Clark,Independent,https://www.facebook.com/111429857655456
"111439084384686",Elizabeth Watson-Brown - Greens MP for Ryan,Politics,QLD,Candidate,Federal,Ryan,Green,https://www.facebook.com/111439084384686
"111448035195872",Minoo Toussi Greens for Penrith,Politics,NSW,Candidate,State,Penrith,Green,https://www.facebook.com/111448035195872
"111450471395856",Jason McClintock -  Liberal candidate for Eltham,Politics,VIC,Candidate,State,Eltham,Liberal,https://www.facebook.com/111450471395856
"111555598118687",Wesa Chau for Prahran,Politics,VIC,Candidate,State,Prahran,ALP,https://www.facebook.com/111555598118687
"111686398098635",Jason Olbourne UAP Paterson,Politics,NSW,Candidate,Federal,Paterson,UAP,https://www.facebook.com/111686398098635
"111778441312353",Hilary McAllister - Victorian Greens,Politics,VIC,Candidate,State,Polwarth,Green,https://www.facebook.com/111778441312353
"111837652330983",Tony Burke MP,Politics,NSW,Candidate,Federal,Watson,ALP,https://www.facebook.com/111837652330983
"111872151538298",Ella George - Labor for Lara,Politics,VIC,Candidate,State,Lara,ALP,https://www.facebook.com/111872151538298
"111887691396683",Courtney Buckley - Greens for Strathfield,Politics,NSW,Candidate,State,Strathfield,Green,https://www.facebook.com/111887691396683
"111941564988567",Paul Tatchell,Politics,VIC,Candidate,State,Eureka,Liberal,https://www.facebook.com/111941564988567
"111964527595311",John Brown Greens,Politics,NSW,Candidate,"","",Green,https://www.facebook.com/111964527595311
"111977711646777",Elena Pereyra - Greens for Footscray,Politics,VIC,Candidate,State,Footscray,Green,https://www.facebook.com/111977711646777
"111979980550535",Preet for Tarneit,Politics,VIC,Candidate,State,Tarneit,Liberal,https://www.facebook.com/111979980550535
"112088151375663",Penny Hackett for Willoughby,Politics,NSW,Candidate,State,Willoughby,Independent,https://www.facebook.com/112088151375663
"1120920291364397",Matt Cowdrey MP - Member for Colton,Politics,SA,Candidate,State,Colton,Liberal,https://www.facebook.com/1120920291364397
"112135111376512",Quinton Cunningham UAP Blair,Politics,QLD,Candidate,Federal,Blair,UAP,https://www.facebook.com/112135111376512
"112239124719864",Gen united,Politics,VIC,Misc,"","","",https://www.facebook.com/112239124719864
"112263108354145","Mark Jones - Angry Victorians Party, Northern Region.",Politics,VIC,Candidate,State,Northern Victoria,Angry Victorians,https://www.facebook.com/112263108354145
"112287640256622",Peter Cain MLA - Liberal for Ginninderra,Politics,ACT,Candidate,State,Ginninderra,Liberal,https://www.facebook.com/112287640256622
"112345933855754",Voices of Mackellar,Politics,NSW,Misc,Federal,"",Independent,https://www.facebook.com/112345933855754
"112356311786099",Tabitha Ponnambalam ,Politics,NSW,Candidate,State,Riverstone,Independent,https://www.facebook.com/112356311786099
"112448177211679",Hugh Jones MLA,Politics,VIC,Candidate,State,"",ALP,https://www.facebook.com/112448177211679
"1125047917526728",Murray Watt - Senator for Queensland,Politics,QLD,Candidate,Federal,Queensland,ALP,https://www.facebook.com/1125047917526728
"112546501633554",Joanne Shan - Greens Candidate for Box Hill,Politics,VIC,Candidate,State,Box Hill,Green,https://www.facebook.com/112546501633554
"112568068173391",Nathan Lambert - Labor for Preston and Reservoir,Politics,VIC,Candidate,State,Preston,ALP,https://www.facebook.com/112568068173391
"1125818157457393",Labor for Wagga,Politics,NSW,Party,State,Wagga Wagga,ALP,https://www.facebook.com/1125818157457393
"112605921750320",Greens for Swansea,Politics,NSW,Party,State,Swansea,Green,https://www.facebook.com/112605921750320
"112616948322135",Luke Sikora - Liberal Candidate for South Coast,Politics,NSW,Candidate,State,South Coast,Liberal,https://www.facebook.com/112616948322135
"112668777908432",Tom French - WA Labor for Moore,Politics,WA,Candidate,Federal,Moore,ALP,https://www.facebook.com/112668777908432
"112824143872549",Southern Ocean Carbon Company,Politics,"",Candidate,"","","",https://www.facebook.com/112824143872549
"112852534971222",Peree Watson - Labor for Upper Hunter,Politics,NSW,Candidate,State,Upper Hunter,ALP,https://www.facebook.com/112852534971222
"112864891195079",Change Politics,Politics,"",Misc,"","","",https://www.facebook.com/112864891195079
"112902533807251",Ministério Elohim Adonai - Apóstolo Cláudio Silva,Politics,BR,"","","","",https://www.facebook.com/112902533807251
"112906841439200",Jack Batty MP - Member for Bragg,Politics,SA,Candidate,State,Bragg,Liberal,https://www.facebook.com/112906841439200
"112972313830238",Richard Welch,Politics,VIC,Candidate,State,Yan Yean,Liberal,https://www.facebook.com/112972313830238
"113036858284757",Zaffer Mannan - New Democrats Candidate For St Albans,Politics,VIC,Candidate,State,St Albans,New Democrats,https://www.facebook.com/113036858284757
"113083368051071",Sarah Game MLC,Politics,SA,Candidate,State,Legislative Council,One Nation,https://www.facebook.com/113083368051071
"113101025008888",Proposed Owners and Renters Party,Politics,QLD,Party,"","",Owners and Renters Party,https://www.facebook.com/113101025008888
"113102835061272",Van George Huynh For New South Wales,Politics,NSW,Candidate,State,Legislative Council,Independent,https://www.facebook.com/113102835061272
"113189828261610",Therese Fedeli - Liberal Candidate for Leppington,Politics,NSW,Candidate,State,Leppington,Liberal,https://www.facebook.com/113189828261610
"113313763488937",Claire Garton - Greens for Moreton,Politics,QLD,Candidate,Federal,Moreton,Green,https://www.facebook.com/113313763488937
"113327714689743",George for Melbourne,Politics,VIC,Candidate,State,Melbourne,Liberal,https://www.facebook.com/113327714689743
"113339814683082",Simon Earle Labor,Politics,NSW,Candidate,State,Miranda,ALP,https://www.facebook.com/113339814683082
"113446728219180",Chris Kearney - Greens Candidate for Mill Park,Politics,VIC,Candidate,State,Mill Park,Green,https://www.facebook.com/113446728219180
"113474843753954",Clynton Hawks,Politics,QLD,Candidate,"","",Katter,https://www.facebook.com/113474843753954
"1134954196548978",Peter Rundle MLA,Politics,WA,Candidate,State,Roe,Nationals,https://www.facebook.com/1134954196548978
"113589141564582",Matt Cross - Liberal Candidate for Davidson,Politics,NSW,Candidate,State,Davidson,Liberal,https://www.facebook.com/113589141564582
"113830088678537",Rob Mitchell MP - Federal Labor Member for McEwen,Politics,VIC,Candidate,Federal,McEwen,ALP,https://www.facebook.com/113830088678537
"1138388002855137",Chris Steel MLA,Politics,ACT,Candidate,State,"",ALP,https://www.facebook.com/1138388002855137
"113915170168517",ACT Young Greens,Politics,ACT,Party,"","",Green,https://www.facebook.com/113915170168517
"114026344933272",Tracy Yuen - Greens for Kogarah,Politics,NSW,Candidate,State,Kogarah,Green,https://www.facebook.com/114026344933272
"114068845869439",Jen Butler MP,Politics,TAS,Candidate,State,Lyons,ALP,https://www.facebook.com/114068845869439
"114084921485983",Sarah Griffin for Willoughby - NSW Labor 2023,Politics,NSW,Candidate,State,Willoughby,ALP,https://www.facebook.com/114084921485983
"114108316662776",Jonty Bush - Member for Cooper,Politics,QLD,Candidate,State,Cooper,ALP,https://www.facebook.com/114108316662776
"114109261528258",Julia Ham - Liberal Candidate for Wagga Wagga,Politics,NSW,Candidate,State,Wagga Wagga,Liberal,https://www.facebook.com/114109261528258
"114211934598429",Anthony Cianflone - Labor for Pascoe Vale,Politics,VIC,Candidate,State,Pascoe Vale,ALP,https://www.facebook.com/114211934598429
"114334172620940",Katie Hall MP,Politics,VIC,Candidate,State,Footscray,ALP,https://www.facebook.com/114334172620940
"114356285318973",Lee Evans MP,Politics,NSW,Candidate,State,Heathcote,Liberal,https://www.facebook.com/114356285318973
"114475788209843",Garion Thain - Labor for Badgerys Creek,Politics,NSW,Candidate,State,Badgerys Creek,ALP,https://www.facebook.com/114475788209843
"114507138236081",Victoria Walker - Your Voice for North Shore,Politics,NSW,Candidate,State,North Shore,Independent,https://www.facebook.com/114507138236081
"114866431195257","Andrea Otto, Independent - Murray Plains",Politics,VIC,Candidate,State,Murray Plains,Independent,https://www.facebook.com/114866431195257
"114980098553874",Sustainable Australia Party - Stop Overdevelopment & Corruption,Politics,"",Party,"","",Sustainable Australia Party,https://www.facebook.com/114980098553874
"115121535188191",Economist Impact events,Politics,"",Candidate,"","","",https://www.facebook.com/115121535188191
"115176261844138",Greens in Eden-Monaro,Politics,NSW,Party,Federal,Eden-Monaro,Green,https://www.facebook.com/115176261844138
"115285277043086",Christine Tonkin - Member for Churchlands,Politics,WA,Candidate,State,"",ALP,https://www.facebook.com/115285277043086
"115372215215527",Labor for Refugees,Politics,"",Misc,"","",ALP,https://www.facebook.com/115372215215527
"115380794803316",Greens for Charlestown,Politics,NSW,Party,State,Charlestown,Green,https://www.facebook.com/115380794803316
"1155407774627329",Andrea Michaels MP,Politics,SA,Candidate,State,Enfield,ALP,https://www.facebook.com/1155407774627329
"115784764757803","Jeff Passlow, Greens candidate for Cootamundra",Politics,NSW,Candidate,State,Cootamundra,Green,https://www.facebook.com/115784764757803
"115863998068803","Uncle Alan Middleton, Arafura - YOUR VOICE",Politics,NT,Candidate,State,Arafura,Federation Party,https://www.facebook.com/115863998068803
"115906901777839",Stuart Ayres,Politics,NSW,Candidate,State,Penrith,Liberal,https://www.facebook.com/115906901777839
"115924194728414",Toby Williams - Liberal Candidate for Wakehurst,Politics,NSW,Candidate,State,Wakehurst,Liberal,https://www.facebook.com/115924194728414
"1159459864219222",Pat Conaghan MP,Politics,NSW,Candidate,Federal,Cowper,Nationals,https://www.facebook.com/1159459864219222
"116009311359927",Terry Campese - Labor for Monaro,Politics,NSW,Candidate,State,Monaro,ALP,https://www.facebook.com/116009311359927
"116290644687688",Tina Kordrostami - Greens Candidate for Castle Hill,Politics,NSW,Candidate,State,Castle Hill,Green,https://www.facebook.com/116290644687688
"116501956844030",Asha Worsteling - Greens for Oxley,Politics,QLD,Candidate,Federal,Oxley,Green,https://www.facebook.com/116501956844030
"1167376913283953",Cynthia Lui MP - Member for Cook,Politics,QLD,Candidate,State,Cook,ALP,https://www.facebook.com/1167376913283953
"116808503559332",Kim Giddens MLA,Politics,WA,Candidate,State,"",ALP,https://www.facebook.com/116808503559332
"116826799380",Caroline Le Couteur  former member of the ACT Legislative Assembly,Politics,ACT,Misc,State,"","",https://www.facebook.com/116826799380
"116868855036962",Craig Ondarchie MP,Politics,VIC,Candidate,State,Northern Metropolitan,Liberal,https://www.facebook.com/116868855036962
