"page_id","page_name","page_type","jurisdiction","politics_type","gov_level","electorate","party","page_link"
"102938729823066",Shayne Neumann MP,Politics,VIC,Candidate,Federal,Blair,ALP,https://www.facebook.com/102938729823066
"102950485857217","Jonathan Parry, Greens for Fannie Bay",Politics,NT,Candidate,State,Fannie Bay,Green,https://www.facebook.com/102950485857217
"102959915414650",Vinnie Batten - Greens for Dickson,Politics,QLD,Candidate,Federal,Dickson,Green,https://www.facebook.com/102959915414650
"103007842510764",Karen Broadley,Politics,VIC,Candidate,State,Dandenong,Liberal,https://www.facebook.com/103007842510764
"103015835616867",Zak Menhennett - Pauline Hanson's One Nation,Politics,QLD,Candidate,Federal,Hinkler,One Nation,https://www.facebook.com/103015835616867
"103069732011930",Bringing it Back to Bennelong,Politics,NSW,Misc,Federal,Bennelong,Independent,https://www.facebook.com/103069732011930
"103070185259673",Rowan Holzberger - Labor for Forde,Politics,QLD,Candidate,Federal,Forde,ALP,https://www.facebook.com/103070185259673
"103072239832731",John-Paul Langbroek,Politics,QLD,Candidate,State,"",LNP,https://www.facebook.com/103072239832731
"103088512683676",Dr Jason Bendall,Politics,NSW,Candidate,State,Myall Lakes,Independent,https://www.facebook.com/103088512683676
"103092372538425",Ian The Independent,Politics,VIC,Candidate,State,Mulgrave,Independent,https://www.facebook.com/103092372538425
"103094659058479",Jed Hansen - Liberal Democrats,Politics,NT,Candidate,Federal,NT,Liberal Democrats,https://www.facebook.com/103094659058479
"103112418899041",Jess Wilson,Politics,VIC,Candidate,State,Kew,Liberal,https://www.facebook.com/103112418899041
"103121339210957",Sarah Dekiere - Greens for Brighton,Politics,VIC,Candidate,State,Brighton,Green,https://www.facebook.com/103121339210957
"103168569182175",Nomi 4 Caulfield,Politics,VIC,Candidate,State,Caulfield,Independent,https://www.facebook.com/103168569182175
"103209569346219",Jason Webster - Greens for Wollondilly,Politics,NSW,Candidate,State,Wollondilly,Green,https://www.facebook.com/103209569346219
"103212169024209",David Mickleburgh - Labor for Warringah,Politics,NSW,Candidate,Federal,Warringah,ALP,https://www.facebook.com/103212169024209
"103217184488035","Kobi Shetty - Greens for Baludarri/Balmain, Inner West Council",Politics,NSW,Candidate,State,Balmain,Green,https://www.facebook.com/103217184488035
"103221335625148",Leah Horsfall - Animal Justice Party for North Metro,Politics,VIC,Candidate,State,Northern Metropolitan,Animal Justice,https://www.facebook.com/103221335625148
"103231818957212",Bill Koul - Liberal for Fremantle,Politics,WA,Candidate,Federal,Fremantle,Liberal,https://www.facebook.com/103231818957212
"103235412631317",Edmund McGrath - Greens for Willoughby,Politics,NSW,Candidate,State,Willoughby,Green,https://www.facebook.com/103235412631317
"103236852131382",Janine Kitson,Politics,NSW,Candidate,State,Davidson,Independent,https://www.facebook.com/103236852131382
"103246765633885",Neil Turner for Paterson - Pauline Hanson's One Nation,Politics,NSW,Candidate,Federal,Paterson,One Nation,https://www.facebook.com/103246765633885
"103257867928362",Marie Healy Canterbury Greens,Politics,"","","","",Green,https://www.facebook.com/103257867928362
"103259222532361",Mitchell Fuller - Greens for Malvern,Politics,VIC,Candidate,State,Malvern,Green,https://www.facebook.com/103259222532361
"103267361369269",Peta Betts for Murray,Politics,NSW,Candidate,State,Murray,Nationals,https://www.facebook.com/103267361369269
"103284898545244",Southside Young Labor,Politics,"",Party,"","",ALP,https://www.facebook.com/103284898545244
"103285175895410",Tanya Thompson for Myall Lakes ,Politics,NSW,Candidate,State,Myall Lakes,Nationals,https://www.facebook.com/103285175895410
"103316982343004",Darin Schade,Politics,VIC,Candidate,State,Bendigo East,Liberal,https://www.facebook.com/103316982343004
"103329769029016",Bradfield Votes,Politics,"",Misc,"","",Bradfield,https://www.facebook.com/103329769029016
"103339098159302",Naomi Oakley - Labor for Warrandyte,Politics,VIC,Candidate,State,Warrandyte,ALP,https://www.facebook.com/103339098159302
"103368855639566",Emma Vulin - Labor for Pakenham,Politics,VIC,Candidate,State,Pakenham,ALP,https://www.facebook.com/103368855639566
"103380542007996",Best Nation Party of Australia,Politics,"",Party,"","",Best Nation Party,https://www.facebook.com/103380542007996
"103405021379232",Ellen Burns,Politics,VIC,Candidate,State,Wendouree,Green,https://www.facebook.com/103405021379232
"103408431456414",Julie O'Brien - Greens Candidate for Bundoora,Politics,VIC,Candidate,State,Bundoora,Green,https://www.facebook.com/103408431456414
"103422402587041",Sophie-Anne Bruce - Liberal Candidate for Blue Mountains,Politics,NSW,Candidate,State,Blue Mountains,Liberal,https://www.facebook.com/103422402587041
"103424968871656",Martha Haylett - Labor for Ripon,Politics,VIC,Candidate,State,Ripon,ALP,https://www.facebook.com/103424968871656
"103427898935218",Joel Putland UAP Lyne,Politics,NSW,Candidate,Federal,Lyne,UAP,https://www.facebook.com/103427898935218
"103450912339914",Campbell Gome - Greens Candidate for Northcote,Politics,VIC,Candidate,State,Northcote,Green,https://www.facebook.com/103450912339914
"103452182690505",Steve Whan - Labor for Monaro,Politics,NSW,Candidate,State,Monaro,ALP,https://www.facebook.com/103452182690505
"103469499236244",Genevieve Frances Dawson-Scott - Greens for South Barwon,Politics,VIC,Candidate,State,South Barwon,Green,https://www.facebook.com/103469499236244
"103476178874604",Steven Huang - LNP for Moreton,Politics,QLD,Candidate,Federal,Moreton,LNP,https://www.facebook.com/103476178874604
"103476279348792",Oxley Labor - Greg Vigors,Politics,NSW,Candidate,State,Oxley,ALP,https://www.facebook.com/103476279348792
"103480532251532",Diana Adams UAP Senate TAS,Politics,TAS,Candidate,Federal,TAS,UAP,https://www.facebook.com/103480532251532
"103485125595937",Benjamin Britton UAP Cunningham,Politics,NSW,Candidate,Federal,Cunningham,UAP,https://www.facebook.com/103485125595937
"103495645350146",Peta Pinson for Port Macquarie,Politics,NSW,Candidate,State,Port Macquarie,Nationals,https://www.facebook.com/103495645350146
"103531969200581",Jackie Carter - Greens for Kew,Politics,VIC,Candidate,State,Kew,Green,https://www.facebook.com/103531969200581
"103537782499423",Shwetali Sawant - Independent for Point Cook,Politics,VIC,Candidate,State,Point Cook,Independent,https://www.facebook.com/103537782499423
"103579305404730",Blue Mountains Liberals,Politics,NSW,Party,State,Blue Mountains,Liberals,https://www.facebook.com/103579305404730
"103580942506060",Mia Shaw,Politics,VIC,Candidate,State,Werribee,Liberal,https://www.facebook.com/103580942506060
"103583419139276",Australians United,Politics,NSW,Party,"","",Australians United,https://www.facebook.com/103583419139276
"103611388592104",Cressida O'Hanlon,Politics,SA,Candidate,State,Dunstan,ALP,https://www.facebook.com/103611388592104
"103625875702186",Bernadette Khoury,Politics,VIC,Candidate,State,Ivanhoe,Liberal,https://www.facebook.com/103625875702186
"103650197726925",Ali King MP,Politics,QLD,Candidate,State,Pumicestone,ALP,https://www.facebook.com/103650197726925
"103658192478841",Sophie Torney,Politics,VIC,Candidate,State,Kew,Independent,https://www.facebook.com/103658192478841
"103669462490977",Alyssa Weaver - Greens for Narracan,Politics,VIC,Candidate,State,Narracan,Green,https://www.facebook.com/103669462490977
"1037049243484647",Meg Edwards,Politics,VIC,Candidate,State,Bass,Independent,https://www.facebook.com/1037049243484647
"103721365686621",Gareth Ward - Liberal for Monbulk,Politics,VIC,Candidate,State,Monbulk,Liberal,https://www.facebook.com/103721365686621
"103792309086240",Angela Newhouse,Politics,VIC,Candidate,State,Point Cook,Liberal,https://www.facebook.com/103792309086240
"103793788825307",Dr Monique Ryan,Politics,VIC,Candidate,Federal,Kooyong,Independent,https://www.facebook.com/103793788825307
"103804492224342",The Nationals for Indi,Politics,VIC,Candidate,Federal,Indi,Nationals,https://www.facebook.com/103804492224342
"103809454552495",Philippa Scott - Labor for Balmain,Politics,NSW,Candidate,State,Balmain,ALP,https://www.facebook.com/103809454552495
"103834338909092",Sam Groth,Politics,VIC,Candidate,State,Nepean,Liberal,https://www.facebook.com/103834338909092
"103880609129769",Lior Harel - Labor for Caulfield,Politics,VIC,Candidate,State,Caulfield,ALP,https://www.facebook.com/103880609129769
"103892378792369",Bruce Preece - The Nationals for Schubert,Politics,SA,Candidate,State,Schubert,Nationals,https://www.facebook.com/103892378792369
"103910815673568",Jim Grivokostopoulos - Liberal for Oakleigh,Politics,VIC,Candidate,State,Oakleigh,Liberal,https://www.facebook.com/103910815673568
"103917582448882",Jared Prentis - Greens for Essendon,Politics,VIC,Candidate,State,Essendon,Green,https://www.facebook.com/103917582448882
"103943488824397",Zoe McKenzie MP,Politics,VIC,Candidate,Federal,Flinders,Liberal,https://www.facebook.com/103943488824397
"103974235957496",Luke Tester for Londonderry - Pauline Hanson's One Nation,Politics,NSW,Candidate,State,Londonderry,One Nation,https://www.facebook.com/103974235957496
"103974285338593",Ben Hood - Liberal for Mount Gambier,Politics,SA,Candidate,State,Mount Gambier,Liberal,https://www.facebook.com/103974285338593
"103995994647503",Lee Tarlamis MP,Politics,VIC,Candidate,State,South Eastern Metropolitan,ALP,https://www.facebook.com/103995994647503
"104003811820742",Labor for Flynn,Politics,QLD,Candidate,Federal,Flynn,ALP,https://www.facebook.com/104003811820742
"104007331521145",Aijaz Moinuddin,Politics,VIC,Candidate,State,Tarneit,Independent,https://www.facebook.com/104007331521145
"104020395171993",Clr Liza Butler - Ward 3 Shoalhaven Labor,Politics,NSW,Candidate,State,South Coast,ALP,https://www.facebook.com/104020395171993
"104025969035227",even.thekitchensink,Politics,"",Misc,"","","",https://www.facebook.com/104025969035227
"104044299117870",Dr Michael McCluskey- Independent thought for South-West Coast,Politics,VIC,Candidate,State,South-West Coast,Independent,https://www.facebook.com/104044299117870
"104125592383215",sarah4bellarine - Sarah Fenton,Politics,VIC,Candidate,State,Bellarine,Independent,https://www.facebook.com/104125592383215
"104131342481342",Animal Justice Party - Great Southern Regional Group,Politics,WA,Party,State,"",Animal Justice Party,https://www.facebook.com/104131342481342
"104151089108783",Cameron Liston - Independent Candidate for Box Hill,Politics,VIC,Candidate,State,Box Hill,Independent,https://www.facebook.com/104151089108783
"104235785768051",Alysia Regan - Greens Candidate for Sandringham,Politics,VIC,Candidate,State,Sandringham,Green,https://www.facebook.com/104235785768051
"104236232512383",David Hetherington - Labor for Newtown,Politics,NSW,Candidate,State,Newtown,ALP,https://www.facebook.com/104236232512383
"104243122523547",Amanda Kotlash Labor for Hawkesbury,Politics,NSW,Candidate,State,Hawkesbury,ALP,https://www.facebook.com/104243122523547
"104257115283677",Alana Galli-McRostie - Greens Candidate for Bentleigh,Politics,VIC,Candidate,State,Bentleigh,Green,https://www.facebook.com/104257115283677
"104262915494958",Elizabeth Farrelly Independents,Politics,NSW,Candidate,State,Legislative Council,Independent,https://www.facebook.com/104262915494958
"104312494605813",Jordan Dodd - Liberal for Badcoe,Politics,SA,Candidate,State,Badcoe,Liberal,https://www.facebook.com/104312494605813
"104327668904568",Cassandra Fernando MP,Politics,VIC,Candidate,Federal,Holt,ALP,https://www.facebook.com/104327668904568
"104339982256362",Sam McColl - Greens for Eureka,Politics,VIC,Candidate,State,Eureka,Green,https://www.facebook.com/104339982256362
"104383639112989",Izabella Antoniou - Greens for Summer Hill,Politics,NSW,Candidate,State,Summer Hill,Green,https://www.facebook.com/104383639112989
"104432679078091",Kellie Stafford - Greens for Bulleen,Politics,VIC,Candidate,State,Bulleen,Green,https://www.facebook.com/104432679078091
"104457779193710",Andrew Broadley - Labor for Ballina,Politics,NSW,Candidate,State,Ballina,ALP,https://www.facebook.com/104457779193710
"104465125695060",Simmone Cottom,Politics,VIC,CAndidate,State,Sunbury,Liberal,https://www.facebook.com/104465125695060
"104484451176385",Steve Martin MLC,Politics,WA,Candidate,State,Agricultural Region,Liberal,https://www.facebook.com/104484451176385
"104523535661453",Sorina Grasso - Labor for Croydon,Politics,VIC,Candidate,State,Croydon,ALP,https://www.facebook.com/104523535661453
"104532802189443",Brighter Directions,Politics,"","",Misc,"","",https://www.facebook.com/104532802189443
"104549661536614",Meredith Hammat MLA,Politics,WA,Candidate,State,"",ALP,https://www.facebook.com/104549661536614
"104560861613812","Llynda Nairn, Greens 4 Cessnock Ward A",Politics,NSW,Candidate,State,Cessnock,Green,https://www.facebook.com/104560861613812
"104596567629005",Australian Federation Party,Politics,"",Party,"","",Australian Federation Party,https://www.facebook.com/104596567629005
"104630678769295","Bill Burst - Randwick City Councillor, South Ward",Politics,NSW,Candidate,State,Maroubra,Liberal,https://www.facebook.com/104630678769295
"104657125894927",Emily Rivera Greens,Politics,NSW,Candidate,State,Camden,Green,https://www.facebook.com/104657125894927
"104657772113005",Elijah Suares for Northern Victoria 2022,Politics,VIC,Candidate,State,Northern Victoria,UAP,https://www.facebook.com/104657772113005
"104658642210586",Christine Skrobo - Liberal Democrats Candidate for Narre Warren South,Politics,VIC,Candidate,State,Narre Warren South,Liberal Democrats,https://www.facebook.com/104658642210586
"104668058588869",Kim For Canberra,Politics,ACT,Candidate,Federal,ACT,Independent,https://www.facebook.com/104668058588869
"104678941848531",Senator Penny Allman-Payne,Politics,"","",Federal,"","",https://www.facebook.com/104678941848531
"104718158577826",Victorians Party,Politics,VIC,Party,State,"",Victorians Party,https://www.facebook.com/104718158577826
"104733568202393",Legalise Cannabis Party,Politics,"",Party,"","",Legalise Cannabis,https://www.facebook.com/104733568202393
"104734258750632",Nicholas Samios- Liberal Democrats,Politics,QLD,Candidate,"","",Liberal Democrats,https://www.facebook.com/104734258750632
"104761518868109",Bradley Schott - Greens for Canterbury,Politics,NSW,Candidate,State,Canterbury,Green,https://www.facebook.com/104761518868109
"104766497639403",Mark Turner - Member for Blain,Politics,NT,Candidate,State,Blain,ALP,https://www.facebook.com/104766497639403
"104774468804988",Smart Voting,Politics,"",Misc,"","","",https://www.facebook.com/104774468804988
"104776624407280",Ryan Shaw - LNP for Lilley,Politics,QLD,Candiadate,Federal,Lilley,LNP,https://www.facebook.com/104776624407280
"104781205533795",Kay Nankervis - Greens for Bathurst,Politics,NSW,Candidate,State,Bathurst,Green,https://www.facebook.com/104781205533795
"104802928822670",Apurva Shukla - Greens Federal Candidate for Werriwa,Politics,NSW,Candidate,Federal,Werriwa,Green,https://www.facebook.com/104802928822670
"104844312059268",Lynne Saville - Greens Candidate for North Sydney,Politics,NSW,Candidate,Federal,North Sydney,Green,https://www.facebook.com/104844312059268
"104935171985140",Judene Andrews - Labor for Fisher,Politics,QLD,Candidate,Federal,Fisher,ALP,https://www.facebook.com/104935171985140
"104936088727424",Sam Birrell MP,Politics,VIC,Candidate,Federal,Nicholls,Nationals,https://www.facebook.com/104936088727424
"104946487519114",Hon Nick Goiran MLC,Politics,WA,Candidate,State,South Metropolitan Region,Liberal,https://www.facebook.com/104946487519114
"104958185445159",Elvis Sinosic UAP Blaxland,Politics,NSW,Candidate,Federal,Blaxland,UAP,https://www.facebook.com/104958185445159
"105000565485611",Edward Sok - Liberal Democrats Candidate for Hotham,Politics,VIC,Candidate,Federal,Hotham,Liberal Democrats,https://www.facebook.com/105000565485611
"105007941772977",Ryan Harrison - Labor for Unley,Politics,SA,Candidate,State,Unley,ALP,https://www.facebook.com/105007941772977
"105050559201756",Parsia Abedini - Labor for Wahroonga,Politics,NSW,Candidate,State,Wahroonga,ALP,https://www.facebook.com/105050559201756
"105056252135485",Oxley Labor,Politics,QLD,Party,Federal,Oxley,ALP,https://www.facebook.com/105056252135485
"105057938972588",Ben Hosking - CLP for Fannie Bay,Politics,NT,Candidate,State,Fannie Bay,CLP,https://www.facebook.com/105057938972588
"105090875824393",Thomas Triebsees - Liberal Candidate for Newcastle,Politics,NSW,Candidate,State,Newcastle,Liberal,https://www.facebook.com/105090875824393
"105134158386243",Sunshine Coast Labor Women's Network,Politics,QLD,Party,"","",ALP,https://www.facebook.com/105134158386243
"105157899622430",Samantha Ratnam - Leader of the Victorian Greens,Politics,VIC,Leader,State,"",Green,https://www.facebook.com/105157899622430
"105158781649257",Shaun Gilchrist for Narracan,Politics,VIC,Candidate,State,Narracan,Nationals,https://www.facebook.com/105158781649257
"105185661108602",Johanna Skelton Independent for Monbulk,Politics,VIC,Candidate,State,Monbulk,Independent,https://www.facebook.com/105185661108602
"105228161893855",Climate 200,Politics,NSW,Party,State,"",Climate 200,https://www.facebook.com/105228161893855
"105321118555537",Sam Lim MP,Politics,WA,Candidate,Federal,Tangney,ALP,https://www.facebook.com/105321118555537
"105325822002032",Briony Hutton - Liberal for Hastings,Politics,VIC,Candidate,State,Hastings,Liberal,https://www.facebook.com/105325822002032
"105348385388237",Senator Babet,Politics,VIC,Candidate,Federal,Victoria,UAP,https://www.facebook.com/105348385388237
"105407502052412",Amanda Mead - Independent candidate for Lowan,Politics,VIC,Candidate,State,Lowan,Independent,https://www.facebook.com/105407502052412
"105411554553795",Dr Tjanara Goreng Goreng - Greens Senate Candidate,Politics,ACT,Candidate,Federal,ACT,Green,https://www.facebook.com/105411554553795
"105452681060978",Dr Fuxin Li,Politics,ACT,Candidate,Federal,ACT,Independent,https://www.facebook.com/105452681060978
"105480828393925",Rebecca Fanning - Labor for Longman,Politics,QLD,Candidate,Federal,Longman,ALP,https://www.facebook.com/105480828393925
"105497354784582",Parramatta Greens,Politics,NSW,Party,State,Parramatta,Green,https://www.facebook.com/105497354784582
"105516245715894",Nuclear for Australia,Politics,"",Misc,"","","",https://www.facebook.com/105516245715894
"105539159106064",Thelma Ghayyem - Greens Candidate for Kellyville,Politics,NSW,Candidate,State,Kellyville,Green,https://www.facebook.com/105539159106064
"105543328820061",Luba Grigorovitch - Labor for Kororoit,Politics,VIC,Candidate,State,Kororoit,ALP,https://www.facebook.com/105543328820061
"105553407983008",Adrian Tantari MP,Politics,QLD,Candidate,State,Hervey Bay,ALP,https://www.facebook.com/105553407983008
"105566192068703",Glen Palmer - Labor for Moncrieff,Politics,QLD,Candidate,Federal,Moncrieff,ALP,https://www.facebook.com/105566192068703
"105624698837841",Labor for Callide,Politics,QLD,Candidate,Federal,Callide,ALP,https://www.facebook.com/105624698837841
"105695272230975",Lucy Skelton 4 Kew,Politics,VIC,Candidate,State,Kew,ALP,https://www.facebook.com/105695272230975
"105706195801652",John-Paul Baladi - Liberal for Strathfield,Politics,NSW,Candidate,State,Strathfield,Liberal,https://www.facebook.com/105706195801652
"105733758682166",Big Climate,Politics,"",Misc,"","","",https://www.facebook.com/105733758682166
"105755092455951",Jasper Thatcher - Labor for Manly,Politics,NSW,Candidate,State,Manly,ALP,https://www.facebook.com/105755092455951
"105762675346181",Sonja Baram - Labor for Sturt,Politics,SA,Candidate,Federal,Sturt,ALP,https://www.facebook.com/105762675346181
"105800418744649",Keith McMullen - Labor for Port Macquarie,Politics,NSW,Candidate,State,Port Macquarie,ALP,https://www.facebook.com/105800418744649
"105841705389594",Laura Hughes - Labor for New England,Politics,NSW,Candidate,Federal,New England,ALP,https://www.facebook.com/105841705389594
"105855602223232",Dr Chloe Mackallah - Independent for Bayswater,Politics,VIC,Candidate,State,Bayswater,Independent,https://www.facebook.com/105855602223232
"105890151986740",Bryson Head MP,Politics,QLD,Candidate,State,Callide,LNP,https://www.facebook.com/105890151986740
"105913555395148",Karl Attenborough - Greens for Lyne,Politics,NSW,Candidate,Federal,Lyne,Green,https://www.facebook.com/105913555395148
"105922411114130",Compass.info,Politics,"",Misc,"","","",https://www.facebook.com/105922411114130
"105931422364976",Jacqui Scruby,Politics,NSW,Candidate,State,Pittwater,Independent,https://www.facebook.com/105931422364976
"105931435386506",Timothy Nott - Greens for Cowper,Politics,NSW,Candidate,Federal,Cowper,Green,https://www.facebook.com/105931435386506
"106000338700202",Sue Higginson,Politics,NSW,Candidate,State,Legislative Council,Green,https://www.facebook.com/106000338700202
"106009155664757",Tina Cartwright - Labor Candidate for Castle Hill,Politics,NSW,Candidate,State,Castle Hill,ALP,https://www.facebook.com/106009155664757
"106009925492380",Georgie Purcell - Animal Justice Party Candidate for Northern Victoria,Politics,VIC,Candidate,State,Northern Metropolitan,Animal Justice,https://www.facebook.com/106009925492380
"106068721639659",James Mullan - Greens for North Shore,Politics,NSW,Candidate,State,North Shore,Green,https://www.facebook.com/106068721639659
"106095765725809",Gregory John Olsen - Greens Candidate for Goulburn,Politics,NSW,Candidate,State,Goulburn,Green,https://www.facebook.com/106095765725809
"106123071109927",Emily Bieber - Greens Candidate for Ivanhoe,Politics,VIC,Candidate,State,Ivanhoe,Green,https://www.facebook.com/106123071109927
"106150472068586",Kylie Bonanni Liberal Democrat Candidate for Solomon,Politics,NT,Candidate,Federal,Solomon,Liberal Democrats,https://www.facebook.com/106150472068586
"106162562029507",Jenny Ware MP - Federal Member for Hughes,Politics,NSW,Candidate,Federal,Hughes,Liberal,https://www.facebook.com/106162562029507
"106184358708332",Campbell Knox - Greens,Politics,NSW,Candidate,State,Maitland,Green,https://www.facebook.com/106184358708332
"106247122169922",Daniela De Martino Labor for Monbulk,Politics,VIC,Candidate,State,Monbulk,ALP,https://www.facebook.com/106247122169922
"106257198601157",Wil Mikelsons - Greens for Eildon,Politics,VIC,Candidate,State,Eildon,Green,https://www.facebook.com/106257198601157
"106298318453563","Isabella Tripp, Greens candidate for Cowan",Politics,WA,Candidate,Federal,Cowan,Green,https://www.facebook.com/106298318453563
"106310885598145",Freedom and Truth Australia,Politics,QLD,Cooker,"","","",https://www.facebook.com/106310885598145
"106317302260294",Nick Savage - Greens Candidate Hawthorn,Politics,VIC,Candidate,State,Hawthorn,Green,https://www.facebook.com/106317302260294
"106384791840417",Marcus Rowland - Labor for Albury City,Politics,NSW,Candidate,State,Albury,ALP,https://www.facebook.com/106384791840417
"106389248688370",Debbie Taylor-Haynes,Politics,VIC,Candidate,State,Bentleigh,Liberal,https://www.facebook.com/106389248688370
"106434985658617",Margaret Merten-Labor for Vaucluse,Politics,NSW,Candidate,State,Vaucluse,ALP,https://www.facebook.com/106434985658617
"106440287879664",Jimmy Sullivan MP,Politics,QLD,Candidate,State,Stafford,ALP,https://www.facebook.com/106440287879664
"106464587500716",Wannon Labor,Politics,VIC,Party,Federal,Wannon,ALP,https://www.facebook.com/106464587500716
"106537105320949",Jamal Daoud - UAP candidate for Reid 2022,Politics,NSW,Candidate,Federal,Reid,UAP,https://www.facebook.com/106537105320949
"106550752330855",Ben Hammond - Greens for Parramatta,Politics,NSW,Candidate,State,Parramatta,Green,https://www.facebook.com/106550752330855
"106561571895723",Dr Michael Holland - Labor Candidate for Bega,Politics,NSW,Candidate,State,Bega,ALP,https://www.facebook.com/106561571895723
"106572145637277",Helen Conway for North Shore,Politics,NSW,Candidate,State,North Shore,Independent,https://www.facebook.com/106572145637277
"106593367672367",Vote 1 - Greens for Mount Druitt,Politics,NSW,Party,State,Mount Druitt,Green,https://www.facebook.com/106593367672367
"106610048183268",Sanjeev Sabhlok for Bulleen,Politics,VIC,Candidate,State,Bulleen,Independent,https://www.facebook.com/106610048183268
"106642374457613",Jane Agirtan - REAL Independent for Mornington,Politics,VIC,Candidate,State,Mornington,Independent,https://www.facebook.com/106642374457613
"106653364030454",Enver Erdogan MP,Politics,VIC,Candidate,State,Northern Metropolitan,ALP,https://www.facebook.com/106653364030454
"106664985275716",Dylan Wight - Labor for Tarneit,Politics,VIC,Candidate,State,Tarneit,ALP,https://www.facebook.com/106664985275716
"106676625540441",Dan Andrews Unmasked,Politics,VIC,Misc,State,"",UAP,https://www.facebook.com/106676625540441
"106680295615142",Mohit Kumar - Liberal Candidate for Riverstone,Politics,NSW,Candidate,State,Riverstone,Liberal,https://www.facebook.com/106680295615142
"106755941687833",Save Our Spuds,Politics,VIC,Misc,"","","",https://www.facebook.com/106755941687833
"106770298340873",Natasa Sojic - Greens Candidate for Fenner,Politics,ACT,Candidate,Federal,Fenner,Green,https://www.facebook.com/106770298340873
"106802658458781",Vape and Vote,Politics,"",Misc,"","","",https://www.facebook.com/106802658458781
"106804545406366",Belinda Wilson - Labor for Narre Warren North,Politics,VIC,Candidate,State,Narre Warren North,ALP,https://www.facebook.com/106804545406366
"106826008794352",Aus Feds Victoria,Politics,VIC,Party,Sttate,"",Australian Federation Party,https://www.facebook.com/106826008794352
"106855367791192",We Are Hughes,Politics,NSW,Party,Federal,Hughes,Independent,https://www.facebook.com/106855367791192
"1068923013121240",Auburn Labor,Politics,NSW,Party,State,Auburn,ALP,https://www.facebook.com/1068923013121240
"106909305439799",Josh Booyens for Ballina,Politics,NSW,Candidate,State,Ballina,Nationals,https://www.facebook.com/106909305439799
"106927325413571",John Berger MP,Politics,VIC,Candidate,State,Southern Metropolitan,ALP,https://www.facebook.com/106927325413571
"106965634226327",Rebecca Stephens Member for Albany,Politics,QLD,Candidate,State,Albany,ALP,https://www.facebook.com/106965634226327
"106999345160389",Team Despi,Politics,VIC,Candidate,Federal,Flinders,Independent,https://www.facebook.com/106999345160389
"107031938765668",Georgie4AlbertPark,Politics,VIC,Candidate,State,Albert Park,Independent,https://www.facebook.com/107031938765668
"107035588566976",Nikki Civitarese for Fairfax - Pauline Hanson's One Nation,Politics,NSW,Candidate,Federal,Fairfax,One Nation,https://www.facebook.com/107035588566976
"107113675572590",Dirty Dozen,Politics,"",Misc,"","","",https://www.facebook.com/107113675572590
"107129102128322",Paige Yap- Liberal for Mill Park,Politics,VIC,Candidate,State,Mill Park,Liberal,https://www.facebook.com/107129102128322
"107162291949730",Tom Wright,Politics,VIC,Candidate,State,Pascoe Vale,Liberal,https://www.facebook.com/107162291949730
"107181934438003",Jade Benham for Mildura,Politics,VIC,Candidate,State,Mildura,Nationals,https://www.facebook.com/107181934438003
"107195068310899",Sally Sitou MP 陈莎莉,Politics,NSW,Candidate,Federal,Reid,ALP,https://www.facebook.com/107195068310899
"107227308410680",Nichole Overall for Monaro,Politics,NSW,Candidate,State,Monaro,Nationals,https://www.facebook.com/107227308410680
"107262275323190",Iwan Walters - Labor for Greenvale,Politics,VIC,Candidate,State,Greenvale,ALP,https://www.facebook.com/107262275323190
"107265275013480",The Australian Deplorable,Politics,"",Misc,"","","",https://www.facebook.com/107265275013480
"107322365607487",SA Pulse Check,Politics,SA,Misc,State,"",Liberal,https://www.facebook.com/107322365607487
"107323888316909",Dr. Carina Garland Member for Chisholm,Politics,VIC,Candidate,Federal,Chisholm,ALP,https://www.facebook.com/107323888316909
"107361628129889",Dave Layzell,Politics,NSW,Candidate,State,Upper Hunter,Nationals,https://www.facebook.com/107361628129889
"107389635453002",Jason Yat-sen Li MP - Korean,Politics,NSW,Candidate,State,Strathfield,ALP,https://www.facebook.com/107389635453002
"107390802157220",Peter Morgan - Greens Candidate for Ashwood,Politics,VIC,Candidate,State,Ashwood,Green,https://www.facebook.com/107390802157220
"107392821052123",Stuart Aubrey MLA,Politics,WA,Candidate,State,"",ALP,https://www.facebook.com/107392821052123
"107394595550754",Kit Docker - Greens for Keira,Politics,NSW,Candidate,State,Keira,Green,https://www.facebook.com/107394595550754
"107394607771108",Gaetano Greco - Independent for Preston & Reservoir,Politics,VIC,Candidate,State,Preston,Independent,https://www.facebook.com/107394607771108
"107419332109538",Cassari - Camera Dei Deputati,Politics,Italty,"","","","",https://www.facebook.com/107419332109538
"107492935010781",North Sydney's Kylea Tink for Canberra,Politics,NSW,Candidate,Federal,North Sydney,Independent,https://www.facebook.com/107492935010781
"107518852071608",Tom McIntosh MP,Politics,VIC,Candidate,State,Eastern Victoria,ALP,https://www.facebook.com/107518852071608
"107538281595492","Chris Lynch, Labor for Braddon",Politics,TAS,Candidate,Federal,Braddon,ALP,https://www.facebook.com/107538281595492
"107571105011281",Dr. Gordon Reid MP,Politics,NSW,Candidate,Federal,Robertson,ALP,https://www.facebook.com/107571105011281
"107587478243450",Zaneta Mascarenhas MP,Politics,WA,Candidate,Federal,"",ALP,https://www.facebook.com/107587478243450
"107588471909467",Senator Ross Cadell - NSW Nationals,Politics,NSW,Candidate,Federal,NSW,Nationals,https://www.facebook.com/107588471909467
